,Unnamed: 0,單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）.1,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,0
3704,3704,學生事務處,學生事務處,2979.0,1516.0,900003778.0,學生事務處,國立中央大學,,         ,本校學生社團「英文系學會」，擬訂於九十年十一月二十六日至二十八日，於本校大禮堂辦理「西潮英文歌曲比賽」活動，敬請鼓勵貴校同學報名參加，請查照。,學生事務處,學生事務處,(郭振昌),郭振昌,090/11/01,(90)中大學字第3788號                          ,90.0,204.0,1.0,1.0,58.0,5.0,紙本,1.0,0090/204/01/1/58,（已掃描）,         090/11/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3705,3705,學生事務處,學生事務處,2980.0,1517.0,900003755.0,學生事務處,國立中央大學,,         ,本校學生社團慈幼社擬定於九十年十一月二十四日至二十五日於貴校辦理『假日服務營』活動，請惠借場地並協助宣傳，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/10/31,(90)中大學字第3794號                          ,90.0,204.0,1.0,1.0,59.0,5.0,紙本,1.0,0090/204/01/1/59,（已掃描）,         090/10/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3706,3706,學生事務處,學生事務處,2981.0,1518.0,900003923.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社為加強原住民學生學習興趣，擬定於十一月二十四日至二十五日辦理『二○○一原愛假日出隊活動』，請惠予贊助貴公司飲品供原住民小朋友飲用，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/11/12,(90)中大學字第3962號                          ,90.0,204.0,1.0,1.0,60.0,5.0,紙本,1.0,0090/204/01/1/60,（已掃描）,         090/11/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3707,3707,學生事務處,學生事務處,2982.0,1519.0,900003965.0,學生事務處,國立中央大學,,         ,本校學生社團天文社於九十年十一月十八日至十一月十九日凌晨擬借用貴校場地舉行天文觀測，請惠予借用。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/11/13,(90)中大學字第3964號                          ,90.0,204.0,1.0,1.0,61.0,5.0,紙本,1.0,0090/204/01/1/61,（已掃描）,         090/11/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3708,3708,學生事務處,學生事務處,2983.0,1520.0,900003972.0,學生事務處,國立中央大學,,         ,檢送本校學生社團登山社申請高山嚮導證人員名冊、身分證影本、申請表、體格檢查表、會員名冊，請惠予辦理。,學生事務處,學生事務處,(江榮福),江榮福,090/11/14,(90)中大學字第4020號                          ,90.0,204.0,1.0,1.0,62.0,5.0,紙本,1.0,0090/204/01/1/62,（已掃描）,         090/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3709,3709,學生事務處,學生事務處,2984.0,1521.0,900004002.0,學生事務處,國立中央大學,,         ,本校學生社團登山社擬定於九十年十一月十六日至十一月十八日辦理『北合歡山及天巒池活動隊』活動，請惠予辦理入山證並予必要之協助，請查照。,學生事務處,學生事務處,(江榮福),江榮福,090/11/15,(90)中大學字第4021號                          ,90.0,204.0,1.0,1.0,63.0,5.0,紙本,1.0,0090/204/01/1/63,（已掃描）,         090/11/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3710,3710,學生事務處,學生事務處,2985.0,1522.0,900004128.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社為宣揚原住民文化，擬定於『四中五校聯誼賽』中表演原住民舞蹈，請惠借貴公司原住民傳統服飾男女各十二套共計二十四套，以利演出，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/11/23,(90)中大學字第4148號                          ,90.0,204.0,1.0,1.0,64.0,5.0,紙本,1.0,0090/204/01/1/64,（已掃描）,         090/11/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3711,3711,學生事務處,學生事務處,2986.0,1523.0,900004213.0,學生事務處,國立中央大學,,         ,本校學生社團演辯社於九十年十二月一日至十二月二日擬租用貴中心舉行迎新宿營，請惠予優待。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/11/29,(90)中大學字第4235號                          ,90.0,204.0,1.0,1.0,65.0,5.0,紙本,1.0,0090/204/01/1/65,（已掃描）,         090/11/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3712,3712,學生事務處,學生事務處,2987.0,1524.0,900004334.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團辦理『八十九學年度寒假及第二學期志願服務案』活動成果報告共五份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/12/07,(90)中大學字第4364號                          ,90.0,204.0,1.0,1.0,66.0,5.0,紙本,1.0,0090/204/01/1/66,（已掃描）,         090/12/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3713,3713,學生事務處,學生事務處,2988.0,1525.0,900004347.0,學生事務處,國立中央大學,,         ,本校學生社團中醫社為了解藥廠運作情形及中藥的製作過程，擬於九十年十二月十五日參觀貴藥廠，請惠予參觀。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/12/10,(90)中大學字第4383號                          ,90.0,204.0,1.0,1.0,67.0,5.0,紙本,1.0,0090/204/01/1/67,（已掃描）,         090/12/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3714,3714,學生事務處,學生事務處,2989.0,1526.0,900004457.0,學生事務處,國立中央大學,,         ,本校學生社團基服社擬定於十二月二十二日至二十三日於貴校辦理『期中隊訓』活動，請惠借場地，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/12/17,(90)中大學字第4470號                          ,90.0,204.0,1.0,1.0,68.0,5.0,紙本,1.0,0090/204/01/1/68,（已掃描）,         090/12/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3715,3715,學生事務處,學生事務處,2990.0,1527.0,900004679.0,學生事務處,國立中央大學,,         ,檢送本校學生社團登山社申請辦理高山嚮導證校正名單，請惠予辦理校正，請查照。,學生事務處,學生事務處,(江榮福),江榮福,090/12/31,(90)中大學字第4704號                          ,90.0,204.0,1.0,1.0,69.0,5.0,紙本,1.0,0090/204/01/1/69,（已掃描）,         090/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3716,3716,學生事務處,學生事務處,2991.0,1528.0,910006004.0,學生事務處,國立中央大學,,         ,為服務原住民小朋友，本校學生社團原愛社擬定於九十一年一月十八日至二十四日於貴校辦理『二○○二-原愛寒假長期出隊』活動，請惠借場地與相關器材並予必要之協助，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,091/01/02,(90)中大學字第4714號                          ,90.0,204.0,1.0,1.0,70.0,5.0,紙本,1.0,0090/204/01/1/70,（已掃描）,         091/01/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3717,3717,學生事務處,學生事務處,2992.0,1529.0,900000006.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社擬定於九十年一月二十九日至二月六日辦理「寒假長期出隊」活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/01/03,(90)中大學字第0017號                          ,90.0,204.0,1.0,2.0,1.0,5.0,紙本,1.0,0090/204/01/2/1,（已掃描）,         090/01/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3718,3718,學生事務處,學生事務處,2993.0,1530.0,900000005.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社擬定於九十年一月二十九日至二月六日於貴校辦理『寒假長期出隊』活動，請惠借場地與相關器材並予必要之協助，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/01/03,(90)中大學字第0016號                          ,90.0,204.0,1.0,2.0,2.0,5.0,紙本,1.0,0090/204/01/2/2,（已掃描）,         090/01/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3719,3719,學生事務處,學生事務處,2994.0,1531.0,900010208.0,總收文,行政院青年輔導委員會,九○青輔肆字第400021號,090/01/17,本會同意補助貴校八十九學年度寒假暨第二學期志願服務申請案，活動費計新台幣一七三、四六○元整，請掣據請領，俾便憑撥，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,3.0,5.0,紙本,6.0,0090/204/01/2/3,（已掃描）,090/01/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3720,3720,學生事務處,學生事務處,2995.0,1532.0,900010324.0,總收文,財團法人俊逸文教基金會,(九十)俊逸明字第001號,090/01/30,本會同意贊助貴校學生社團原愛社於九十年一月二十九日至二月六日於桃園縣復興鄉高義蘭部落舉辦「寒假長期出隊活動」經費新台幣壹萬元正。請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,4.0,5.0,紙本,2.0,0090/204/01/2/4,（已掃描）,090/01/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3721,3721,學生事務處,學生事務處,2996.0,1533.0,900000382.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團辦理「八十九學年度寒假暨第二學期志願服務」活動經費共計一七三、四六○元整自行收納統一收據及費款入戶通知單各乙份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/02/15,(90)中大學字第0382號                          ,90.0,204.0,1.0,2.0,5.0,5.0,紙本,1.0,0090/204/01/2/5,（已掃描）,         090/02/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3722,3722,學生事務處,學生事務處,2997.0,1534.0,900000415.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團原愛社辦理「寒假長期出隊」活動經費壹萬元自行收納統一收據乙張，支票抬頭請開立「國立中央大學」，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/02/19,(90)中大學字第0421號                          ,90.0,204.0,1.0,2.0,6.0,5.0,紙本,1.0,0090/204/01/2/6,（已掃描）,         090/02/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3723,3723,學生事務處,學生事務處,2998.0,1535.0,900010591.0,總收文,行政院青年輔導委員會,(九○)青輔肆字第001259號,090/02/19,本會補助貴校學生社團辦理八十九學年度寒假暨第二學期志願服務活動，活動經費計新台幣壹拾柒萬參仟肆佰陸拾元整，業已匯入貴校帳戶(第一銀行中壢分行，帳號：28130610132，戶名：國立中央大學)，復請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,7.0,5.0,紙本,2.0,0090/204/01/2/7,（已掃描）,090/02/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3724,3724,學生事務處,學生事務處,2999.0,1536.0,900010679.0,總收文,財團法人俊逸文教基金會,(九十)俊逸明字第003號,090/02/26,檢送本會補助貴校學生社團原愛社辦理「寒假長期出隊活動」經費新台幣壹萬元正支票(第一銀行東台南分行，票號RA1094729號)乙張如附件，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,8.0,5.0,紙本,2.0,0090/204/01/2/8,（已掃描）,090/02/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3725,3725,學生事務處,學生事務處,3000.0,1537.0,900010819.0,總收文,教育部,台(九○)訓(一)字第90030622號,090/03/07,本部補助大專院校社團帶動中小學社團發展計畫，申請期限延至九十年三月三十一日止，逾期恕不受理。請查照。,學生事務處,學生事務處,(黃惠如),黃惠如,,                                        ,90.0,204.0,1.0,2.0,9.0,5.0,紙本,2.0,0090/204/01/2/9,（已掃描）,090/03/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3726,3726,學生事務處,學生事務處,3001.0,1538.0,900010893.0,總收文,教育部,台(九○)體字第90030850號,090/03/12,檢送行政院原住民委員會修正「行政院原住民委員會補助原住民民俗文化暨傳統體育競技活動作業要點」乙份，請查照並轉知。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,10.0,5.0,紙本,14.0,0090/204/01/2/10,（已掃描）,090/03/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3727,3727,學生事務處,學生事務處,3002.0,1539.0,900000713.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社擬定於九十年三月二十四日帶領桃園縣復興鄉高義國小學童至台北市立木柵動物園辦理「假日出隊」活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/03/15,(90)中大學字第0775號                          ,90.0,204.0,1.0,2.0,11.0,5.0,紙本,1.0,0090/204/01/2/11,（已掃描）,         090/03/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3728,3728,學生事務處,學生事務處,3003.0,1540.0,900010976.0,總收文,教育部,台(九○)訓(一)字第90035216號,090/03/19,檢送「教育部補助大專校院學生社團辦理活動實施要點」乙份，請轉知並鼓勵所屬學生社團辦理相關活動培養學生群育素養，推廣校園社團活動，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,2.0,12.0,5.0,紙本,9.0,0090/204/01/2/12,（已掃描）,090/03/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3729,3729,學生事務處,學生事務處,3004.0,1541.0,900010401.0,總收文,教育部,台(九○)訓(一)字第90011235號,090/02/06,貴校所送八十九學年度上學期「大專院校帶動中小學社團合作計畫」成果報告，已悉；另所繳結餘款業已辦理繳庫(支票號碼：BC5633709)，隨文檢附參萬肆仟零陸拾參元收款收據乙張，請查收。,學生事務處,學生事務處,(黃惠如),黃惠如,,                                        ,90.0,204.0,1.0,2.0,13.0,5.0,紙本,2.0,0090/204/01/2/13,（已掃描）,090/02/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3730,3730,學生事務處,學生事務處,3005.0,1542.0,900000914.0,學生事務處,國立中央大學,,         ,檢送本校學生社團熱舞社等三社參加鈞部『大專院校帶動中小學社團發展計劃』彙總表、契約書及活動計劃書數份，惠請同意補助經費。,學生事務處,學生事務處,(黃惠如),黃惠如,090/03/28,(90)中大學字第0904號                          ,90.0,204.0,1.0,2.0,14.0,5.0,紙本,1.0,0090/204/01/2/14,（已掃描）,         090/03/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3731,3731,學生事務處,學生事務處,3006.0,1543.0,900000928.0,學生事務處,國立中央大學,,         ,本校僑生聯誼社辦理年度幹訓聯誼活動，有關活動經費擬請惠予補助。,學生事務處,學生事務處,(侯永昌),侯永昌,090/03/29,(90)中大學字第0936號                          ,90.0,204.0,1.0,2.0,15.0,5.0,紙本,1.0,0090/204/01/2/15,（已掃描）,         090/03/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3732,3732,學生事務處,學生事務處,3007.0,1544.0,900011265.0,總收文,教育部,台(九○)僑字第90045594號,090/04/09,貴校僑聯社舉行「僑聯幹訓營」活動，本部同意補助經費新台幣五千元整，惠請檢送自行收納款項統一領據「註明部分補助」，報部憑撥，復請查照。,學生事務處,學生事務處,(林貴美),林貴美,,                                        ,90.0,204.0,1.0,2.0,16.0,5.0,紙本,2.0,0090/204/01/2/16,（已掃描）,090/04/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3733,3733,學生事務處,學生事務處,3008.0,1545.0,900011341.0,總收文,教育部,台(九○)訓(一)字第90050484號,090/04/16,有關貴校申請補助辦理「鼓勵大專院校社團帶動中小學社團發展」活動案，同意部分補助活動經費新台幣伍萬參仟零貳元整(詳如核定表)，請學校隨文檢具正式收據送部憑撥(領據註明「部分補助」字樣)，請查照。,學生事務處,學生事務處,(王心怡),王心怡,,                                        ,90.0,204.0,1.0,2.0,17.0,5.0,紙本,4.0,0090/204/01/2/17,（已掃描）,090/04/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3734,3734,學生事務處,學生事務處,3009.0,1546.0,900011356.0,總收文,僑務委員會,僑輔在字第0900014758號,090/04/17,本會補助貴校僑生聯誼社舉辦「年度幹訓聯誼」活動，新台幣壹萬元正，請檢據送本會俾憑撥款，請查照。,學生事務處,學生事務處,(林貴美),林貴美,,                                        ,90.0,204.0,1.0,2.0,18.0,5.0,紙本,2.0,0090/204/01/2/18,（已掃描）,090/04/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3735,3735,學生事務處,學生事務處,3010.0,1547.0,900001163.0,學生事務處,國立中央大學,,         ,檢送本校學生社團急難救護社等四個社團申請貴會『九十學年度暑假暨第一學期學生志願服務活動經費申請案』經費企劃書、計畫表、隊員名冊、經費概算表等共七份；申請表及行前訓練企劃書各乙份，請惠予指導並補助活動經費，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/04/20,(90)中大學字第1179號                          ,90.0,204.0,1.0,2.0,19.0,5.0,紙本,1.0,0090/204/01/2/19,（已掃描）,         090/04/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3736,3736,學生事務處,學生事務處,3011.0,1548.0,900001210.0,學生事務處,國立中央大學,,         ,函送鈞部補助本校僑聯社舉辦「僑聯幹訓營」活動，部份補助款伍仟元，自行收納收據乙紙，敬請核撥。,學生事務處,學生事務處,(林貴美),林貴美,090/04/24,(90)中大學字第1218號                          ,90.0,204.0,1.0,2.0,20.0,5.0,紙本,1.0,0090/204/01/2/20,（已掃描）,         090/04/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3737,3737,學生事務處,學生事務處,3012.0,1549.0,900001164.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團辦理『八十九年暑假及第一學期志願服務案』活動成果報告共七份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/04/20,(90)中大學字第1180號                          ,90.0,204.0,1.0,2.0,21.0,5.0,紙本,1.0,0090/204/01/2/21,（已掃描）,         090/04/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3738,3738,學生事務處,學生事務處,3013.0,1550.0,900001233.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準及培養高中生獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請鈞部惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/04/25,(90)中大學字第1246號                          ,90.0,204.0,1.0,2.0,22.0,5.0,紙本,1.0,0090/204/01/2/22,（已掃描）,         090/04/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3739,3739,學生事務處,學生事務處,3014.0,1551.0,900011519.0,總收文,教育部,台(九○)訓(一)字第90059258號,090/04/30,檢還所送貴校學生社團演講思辯社辦理「第十屆金陵盃全國高中生辯論比賽」活動計畫書，有關申請本部補助活動經費乙節，復如說明，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,2.0,23.0,5.0,紙本,2.0,0090/204/01/2/23,（已掃描）,090/04/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3740,3740,學生事務處,學生事務處,3015.0,1552.0,900001427.0,學生事務處,國立中央大學,,         ,本校基友會社團擬舉辦『基友之夜』大型藝文活動，敬請貴單位惠予撥款補助。,學生事務處,學生事務處,(王心怡),王心怡,090/05/09,(90)中大學字第1440號                          ,90.0,204.0,1.0,2.0,24.0,5.0,紙本,1.0,0090/204/01/2/24,（已掃描）,         090/05/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3741,3741,學生事務處,學生事務處,3016.0,1553.0,900011654.0,總收文,行政院原住民委員會,台(九十)原民教字第9005571號,090/05/08,貴校辦理「原風舞動-中央原住民週活動」企劃書，請本會補助經費乙案，業已錄案通案審查，俟審查完竣後，另案函復貴校，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,2.0,25.0,5.0,紙本,2.0,0090/204/01/2/25,（已掃描）,090/05/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3742,3742,學生事務處,學生事務處,3017.0,1554.0,900001434.0,學生事務處,國立中央大學,,         ,本校學生社團網球社擬訂於九十年五月二十六日(星期六)辦理『中大校慶盃北區大專網球社聯賽』活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(江榮福),江榮福,090/05/10,(90)中大學字第1452號                          ,90.0,204.0,1.0,2.0,26.0,5.0,紙本,1.0,0090/204/01/2/26,（已掃描）,         090/05/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3743,3743,學生事務處,學生事務處,3018.0,1555.0,900001478.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準及培養高中生獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請鈞部惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/05/14,(90)中大學字第1491號                          ,90.0,204.0,1.0,2.0,27.0,5.0,紙本,1.0,0090/204/01/2/27,（已掃描）,         090/05/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3744,3744,學生事務處,學生事務處,3019.0,1556.0,900011723.0,總收文,基隆市政府,(九○)基府社行字第040187號,090/05/14,貴校基友會社團舉辦「基友之夜」活動，有關活動經費補助乙案，復如說明二，請查照。,學生事務處,學生事務處,(王心怡),王心怡,,                                        ,90.0,204.0,1.0,2.0,28.0,5.0,紙本,2.0,0090/204/01/2/28,（已掃描）,090/05/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3745,3745,學生事務處,學生事務處,3020.0,1557.0,900011780.0,總收文,教育部,台(九○)訓(一)字第90069481號,090/05/17,檢還所送貴校學生社團演講思辯社辦理「第十屆金陵盃全國高中生辯論比賽」活動計畫書，有關申請本部補助活動經費乙節，復如說明，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,2.0,29.0,5.0,紙本,2.0,0090/204/01/2/29,（已掃描）,090/05/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3746,3746,學生事務處,學生事務處,3021.0,1558.0,900011826.0,總收文,中華民國大專院校體育總會,(90)大體總活字第0520號,090/05/21,同意補助貴校學生社團網球社辦理「中大校慶盃北區大專網球社聯賽」活動經費新台幣貳萬捌仟元整，請掣據送會憑撥，請查照。,學生事務處,學生事務處,(江榮福),江榮福,,                                        ,90.0,204.0,1.0,2.0,30.0,5.0,紙本,2.0,0090/204/01/2/30,（已掃描）,090/05/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3747,3747,學生事務處,學生事務處,3022.0,1559.0,900011779.0,總收文,桃園縣中壢市公所,九○中市民字第21481號,090/05/17,貴校為舉辦第十屆「金陵盃全國高中生辯論比賽」函請補助經費乙案，本所同意補助新台幣壹萬元整，請於活動結束後二週內檢附統一收據、原始憑證、活動成果資料送交本所以憑撥款，復請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,2.0,31.0,5.0,紙本,2.0,0090/204/01/2/31,（已掃描）,090/05/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3748,3748,學生事務處,學生事務處,3023.0,1560.0,900011827.0,總收文,財團法人世華聯合商業銀行文化慈善基金會,世財字第122號,090/05/21,一、貴校九十年五月一日(90)中大學字第一三一七號函敬悉。二、關於贊助貴校學生社團演講思辯社舉辦「金陵盃全國高中生辯論比賽」乙事，本會同意贊助新台幣一萬五仟元，請檢送收據以便撥款。三、覆請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,2.0,32.0,5.0,紙本,2.0,0090/204/01/2/32,（已掃描）,090/05/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3749,3749,學生事務處,學生事務處,3024.0,1561.0,900001713.0,學生事務處,國立中央大學,,         ,本校學生社團國樂社擬訂於九十年七月二十一日至二十四日辦理『中央大學國樂社第九屆暑期巡迴表演』活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(江榮福),江榮福,090/05/30,(90)中大學字第1718號                          ,90.0,204.0,1.0,2.0,33.0,5.0,紙本,1.0,0090/204/01/2/33,（已掃描）,         090/05/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3750,3750,學生事務處,學生事務處,3025.0,1562.0,900001800.0,學生事務處,國立中央大學,,         ,檢送貴公司補助本校學生社團原愛社辦理「原風舞動-中央原住民週活動」活動經費壹萬元自行收納統一收據乙張，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/06/06,(90)中大學字第1799號                          ,90.0,204.0,1.0,2.0,34.0,5.0,紙本,1.0,0090/204/01/2/34,（已掃描）,         090/06/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3751,3751,學生事務處,學生事務處,3026.0,1563.0,900011768.0,總收文,僑務委員會,僑輔在字第0900017720號,090/05/16,本會補助貴校、會僑生聯誼社舉辦「年度幹訓聯誼」活動新台幣壹萬元正，已通知財政部台北區集中支付處匯入中央大學郵局013367-6帳號楊正鸞帳戶，請查收核發。,學生事務處,學生事務處,(林貴美),林貴美,,                                        ,90.0,204.0,1.0,2.0,35.0,5.0,紙本,2.0,0090/204/01/2/35,（已掃描）,090/05/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3752,3752,學生事務處,學生事務處,3027.0,1564.0,900012113.0,總收文,行政院原住民委員會,台(九十)原民教字第9007360號,090/06/06,貴校函送辦理「原風舞動-中央原住民週活動」活動，請本會補助經費乙案，本會同意部份補助新臺幣貳萬元整，請依說明二辦理，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,1.0,5.0,紙本,6.0,0090/204/01/3/1,（已掃描）,090/06/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3753,3753,學生事務處,學生事務處,3028.0,1565.0,900012139.0,總收文,臺北市政府原住民事務委員會,北市原四字第9020411722號,090/06/06,貴校學生社團舉辦「原風舞動-中央原住民週」活動，函請本會補助乙節，復如說明，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,2.0,5.0,紙本,2.0,0090/204/01/3/2,（已掃描）,090/06/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3754,3754,學生事務處,學生事務處,3029.0,1566.0,900001809.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準、培養高中生民主法治及獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請鈞部惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/06/07,(90)中大學字第1846號                          ,90.0,204.0,1.0,3.0,3.0,5.0,紙本,1.0,0090/204/01/3/3,（已掃描）,         090/06/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3755,3755,學生事務處,學生事務處,3030.0,1567.0,900012198.0,總收文,教育部,台(九○)訓(一)字第90082430號,090/06/12,貴校再送學生社團演講思辯社辦理「第十屆金陵盃全國高中生辯論比賽」活動計畫書，申請本部補助活動經費乙案，復如說明，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,3.0,4.0,5.0,紙本,2.0,0090/204/01/3/4,（已掃描）,090/06/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
