單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2164,2788,0890012015,總收文,臺北市政府兵役處,北市兵二字第8921412300號,089/06/23,檢還貴校八十八學年度申請緩徵學生許展榕乙員經核定緩徵名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,2,40,10,紙本,4,0089/205/01/2/40,（已掃描）,089/06/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2165,2789,0890012059,總收文,花蓮縣政府,(89)府兵徵字第064861號,089/06/28,貴轄民六十六年次役男林春兆等一員，緩徵原因消滅，應註銷其緩徵請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,2,41,10,紙本,2,0089/205/01/2/41,（已掃描）,089/06/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2166,2790,0890012018,總收文,高維市政府兵役處,89高市兵役二字第07801號,089/06/26,檢送貴區役男離校學生緩徵原因消滅名冊乙份如附件，請註銷緩徵並依規定辦理徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,2,42,10,紙本,2,0089/205/01/2/42,（已掃描）,089/06/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2167,2791,0890012058,總收文,苗栗縣政府,89府兵徵字第8900051197號,089/06/28,函送國立中央大學學生李啟賢乙員緩徵原因消滅名冊乙份，請依規定辦理徵集，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,1,10,紙本,2,0089/205/01/3/1,（已掃描）,089/06/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2168,2792,0890002185,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/07/06,(89)中大學字第2146號                          ,0089,205,01,3,2,10,紙本,4,0089/205/01/3/2,（已掃描）,         089/07/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2169,2793,0890002212,學生事務處          ,國立中央大學,,         ,補送本校八十八學年度第二學期申請緩徵學生名冊二份及役男徵額歸屬證明書乙份，敬請查照惠核。,學生事務處,學生事務處,(邱清真),邱清真,089/07/10,(89)中大學字第2181號                          ,0089,205,01,3,3,10,紙本,3,0089/205/01/3/3,（已掃描）,         089/07/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2170,2794,0890012244,總收文,新竹市政府,(89)府兵徵字第47706號,089/07/10,檢送國立中央大學離校學生緩徵原因消滅名冊一份（見附件），請就冊內貴區民六十五年次役男康金鋒於籤號名冊內註銷緩徵，依照規定辦理徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,4,10,紙本,2,0089/205/01/3/4,（已掃描）,089/07/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2171,2795,0890012312,總收文,臺北縣政府,89北府兵徵字第258798號,089/07/13,核定（六五）黃臣鴻乙名准予緩徵名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,5,10,紙本,5,0089/205/01/3/5,（已掃描）,089/07/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2172,2796,0890012299,總收文,高雄縣政府,89府民徵字第8900118931號,089/07/12,檢送貴轄學生陳威仰等乙員緩征原因消滅名冊乙份，請登記依法徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,6,10,紙本,2,0089/205/01/3/6,（已掃描）,089/07/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2173,2797,0890012310,總收文,臺北縣政府,89北府兵徵字第255011號,089/07/13,檢送高治舟乙名緩徵原因消滅名冊（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,7,10,紙本,2,0089/205/01/3/7,（已掃描）,089/07/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2174,2798,0890012008,總收文,台南縣政府,89府兵徵字第98679號,089/06/23,檢送民六十七年次役男韓憲福等乙員離校緩徵原因消滅學生名冊乙份，請予註銷緩徵補辦徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,8,10,紙本,2,0089/205/01/3/8,（已掃描）,089/06/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2175,2799,0890012382,總收文,桃園縣政府,89府兵徵字第136267號,089/07/18,檢送八十八學年度第二學期申請緩徵學生名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,9,10,紙本,3,0089/205/01/3/9,（已掃描）,089/07/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2176,2800,0890002341,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/07/21,(89)中大學字第2306號                          ,0089,205,01,3,10,10,紙本,14,0089/205/01/3/10,（已掃描）,         089/07/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2177,2801,0890012501,總收文,臺北市政府兵役處,北市兵二字第8921684200號,089/07/25,抄轉國立中央大學學生饒孟皓等六名緩徵原因消滅名冊一份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,11,10,紙本,2,0089/205/01/3/11,（已掃描）,089/07/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2178,2802,0890012485,總收文,新竹市政府,(89)府兵徵字第51827號,089/07/24,檢送國立中央大學離校學生緩徵原因消滅名冊一份(見附件)，請就冊內貴區民六十五年次役男張永政、六十九年次役男陳世軒於籤號名冊內註銷緩徵，依照規定辦理徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,12,10,紙本,2,0089/205/01/3/12,（已掃描）,089/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2179,2803,0890012502,總收文,臺中縣政府,89府兵徵字第201927號,089/07/25,玆抄發學生張永政等四員離校緩徵原因消滅名冊乙份（如附件），希即查明登記，應列適當梯次徵集，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,13,10,紙本,2,0089/205/01/3/13,（已掃描）,089/07/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2180,2804,0890012534,總收文,新竹縣政府,89府兵徵字第99767號,089/07/26,函送離校學生緩徵原因消滅名冊一份請即註銷緩徵依規徵集。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,14,10,紙本,2,0089/205/01/3/14,（已掃描）,089/07/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2181,2805,0890012483,總收文,彰化縣政府,89彰府兵徵字第139593號,089/07/24,檢送役男離校緩徵原因消滅學生名冊壹份，請註銷蔣孟欣等役男緩徵並依法令規定補行徵兵處理，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,15,10,紙本,3,0089/205/01/3/15,（已掃描）,089/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2182,2806,0890012562,總收文,臺北市士林區公所,北市士兵徵字第8921861300號,089/07/28,函轉國立中央大學學生謝文中乙名緩徵原因消滅名冊乙份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,16,10,紙本,4,0089/205/01/3/16,（已掃描）,089/07/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2183,2807,0890012545,總收文,高雄市政府兵役處,89高市兵役二字第09557號,089/07/27,檢送貴區役男離校學生緩徵原因消滅名冊乙份如附件，請註銷緩徵並依規定辦理徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,17,10,紙本,2,0089/205/01/3/17,（已掃描）,089/07/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2184,2808,0890012560,總收文,臺北縣政府,89北府兵徵字第277376號,089/07/28,檢送王鴻仁等六名緩徵原因消滅名冊乙份（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,18,10,紙本,2,0089/205/01/3/18,（已掃描）,089/07/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2185,2809,0890002656,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/08/14,(89)中大學字第2595號                          ,0089,205,01,3,19,10,紙本,23,0089/205/01/3/19,（已掃描）,         089/08/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2186,2810,0890012832,總收文,臺北市政府兵役處,北市兵二字第8921863400號,089/08/16,抄轉國立中央大學學生羅金騏等十一名緩徵原因消滅名冊一份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,20,10,紙本,2,0089/205/01/3/20,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2187,2811,0890012795,總收文,嘉義市政府,89府兵徵字第60769號,089/08/15,檢送廖欽國離校學生緩徵原因消滅名冊一份，請依規定徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,21,10,紙本,2,0089/205/01/3/21,（已掃描）,089/08/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2188,2812,0890012829,總收文,新竹市政府,(89)府兵徵字第58327號,089/08/16,檢送國立中央大學離校學生緩徵原因消滅名冊一份（見附件），請就冊內貴區民六十五年次役男董安宇一員於籤號名冊內註銷緩徵，依照規定辦理徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,22,10,紙本,2,0089/205/01/3/22,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2189,2813,0890012831,總收文,雲林縣政府,89府兵徵字第8900074252號,089/08/16,抄送役男廖章智等二名離校學生緩徵原因消滅名冊，請依規定辦理註記及徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,23,10,紙本,2,0089/205/01/3/23,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2190,2814,0890012794,總收文,彰化縣政府,89彰府兵徵字第154671號,089/08/15,檢送役男離校緩徵原因消滅學生名冊壹份，請註銷魏建豪等役男緩徵並依法令規定補行徵兵處理，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,24,10,紙本,3,0089/205/01/3/24,（已掃描）,089/08/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2191,2815,0890012826,總收文,南投縣政府,投府民役字第89125408號,089/08/16,檢送離校學生陳志傑乙員緩徵原因消滅名冊乙份，請即登註於事故名冊內，並依法辦理徵集，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,25,10,紙本,2,0089/205/01/3/25,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2192,2816,0890012842,總收文,高雄縣政府,89府民徵字第8900143205號,089/08/17,檢送轄學生鍾桓城等乙員緩征原因消滅名冊乙份，請登記依法徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,26,10,紙本,2,0089/205/01/3/26,（已掃描）,089/08/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2193,2817,0890012839,總收文,苗栗縣政府,89府兵徵字第8900067123號,089/08/17,函送國立中央大學學生葉日洋乙員緩徵原因消滅名冊乙份，請依規定辦理徵集，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,27,10,紙本,2,0089/205/01/3/27,（已掃描）,089/08/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2194,2818,0890012825,總收文,臺北縣政府,89北府兵徵字第310123號,089/08/16,檢送陳麒全等十一名緩徵原因消滅名冊乙份（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,28,10,紙本,2,0089/205/01/3/28,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2195,2819,0890012840,總收文,高雄市政府兵役處,89高市兵役二字第10413號,089/08/17,檢送貴區役男離校學生緩徵原因消滅名冊乙份如附件，請註銷緩徵並依規定辦理徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,29,10,紙本,2,0089/205/01/3/29,（已掃描）,089/08/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2196,2820,0890012875,總收文,澎湖縣政府,89澎府兵徵字第44757號,089/08/18,檢送就讀中央大學學生陳俊賢乙員緩徵原因消滅名冊一份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,30,10,紙本,2,0089/205/01/3/30,（已掃描）,089/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2197,2821,0890012874,總收文,新竹縣政府,89府兵徵字第117277號,089/08/18,函送離校學生緩徵原因消滅名冊一份請即註銷緩徵依規徵集。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,31,10,紙本,2,0089/205/01/3/31,（已掃描）,089/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2198,2822,0890012841,總收文,嘉義縣政府,89府兵徵字第95757號,089/08/17,抄送離校學生緩徵原因消滅名冊一份，請即註銷緩徵，依照規定徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,32,10,紙本,3,0089/205/01/3/32,（已掃描）,089/08/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2199,2823,0890012871,總收文,花蓮縣政府,(89)府兵徵字第087034號,089/08/18,貴轄民六十九年次役男黃立豪等一員，緩徵原因消滅，應註銷其緩徵請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,33,10,紙本,2,0089/205/01/3/33,（已掃描）,089/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2200,2824,0890012796,總收文,台南縣政府,89府兵徵字第131484號,089/08/15,檢送民六十八年次役男王志豪等二員離校緩徵原因消滅學生名冊乙份，請予註銷緩徵補辦徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,34,10,紙本,2,0089/205/01/3/34,（已掃描）,089/08/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2201,2825,0890012827,總收文,屏東縣政府,89屏府兵徵字第130428號,089/08/16,檢送離校學生緩徵原因消滅名冊乙份，請予註銷緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,35,10,紙本,2,0089/205/01/3/35,（已掃描）,089/08/16,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2202,2826,0890012870,總收文,台東縣政府,(89)府兵徵字第088524號,089/08/18,檢送貴市六十九年次役男揚植鈞等一員八十八學年度第二學期緩徵原因消滅名冊一份，如附件，請續辦徵兵處理有關事宜，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,36,10,紙本,2,0089/205/01/3/36,（已掃描）,089/08/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2203,2827,0890002869,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/09/04,(89)中大學字第2809號                          ,0089,205,01,3,37,10,紙本,13,0089/205/01/3/37,（已掃描）,         089/09/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2204,2828,0890013145,總收文,臺北縣政府,89北府兵徵字第338856號,089/09/08,檢送邱奕榮等三名緩徵原因消滅名冊（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,38,10,紙本,2,0089/205/01/3/38,（已掃描）,089/09/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2205,2829,0890013190,總收文,高雄縣政府,89府民徵字第8900153387號,089/09/13,檢送貴轄學生黃德宗等二員緩征原因消滅離校名冊乙份，請登記依法徵處。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,39,10,紙本,2,0089/205/01/3/39,（已掃描）,089/09/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2206,2830,0890013192,總收文,臺北市政府兵役處,北市兵二字第8922081200號,089/09/14,抄轉國立中央大學學生杜權恒等二名緩徵原因消滅名冊一份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,40,10,紙本,2,0089/205/01/3/40,（已掃描）,089/09/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2207,2831,0890003151,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/09/27,(89)中大學字第3091號                          ,0089,205,01,3,41,10,紙本,5,0089/205/01/3/41,（已掃描）,         089/09/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2208,2832,0890013424,總收文,臺北市政府兵役處,北市兵二字第8922227100號,089/09/29,抄轉國立中央大學學生駱行健等三名緩徵原因消滅名冊一份如附件，冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即轉送役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,42,10,紙本,3,0089/205/01/3/42,（已掃描）,089/09/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2209,2833,0890013444,總收文,臺北縣政府,89北府兵徵字第371570號,089/09/30,檢送葉秀寧等三名緩徵原因消滅名冊（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,43,10,紙本,2,0089/205/01/3/43,（已掃描）,089/09/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2210,2834,0890013425,總收文,新竹縣政府,89府兵徵字第150159號,089/09/29,函送離校學生緩徵原因消滅名冊一份請即註銷緩徵依規徵集。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,3,44,10,紙本,2,0089/205/01/3/44,（已掃描）,089/09/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2211,2835,0890003229,學生事務處          ,國立中央大學,,         ,本校學生林志奇尚在申請成績更改中，請暫緩徵集該生，敬請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/10/02,(89)中大學字第3164號                          ,0089,205,01,3,45,10,紙本,1,0089/205/01/3/45,（已掃描）,         089/10/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2212,2836,0890003488,學生事務處          ,國立中央大學,,         ,補送本校八十九學年度第一學期申請緩徵學生名冊二份及役男徵額歸屬證明書乙份，敬請查照惠核。,學生事務處,學生事務處,(邱清真),邱清真,089/10/21,(89)中大學字第3431號                          ,0089,205,01,4,1,10,紙本,204,0089/205/01/4/1,（已掃描）,         089/10/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2213,2837,0890013779,總收文,基隆市政府,(89)基府兵徵字第094757號,089/10/26,貴校學生曾建為等四十二名申請緩徵，經審查核定如附冊，復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,1,10,紙本,10,0089/205/01/5/1,（已掃描）,089/10/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2214,2838,0890013764,總收文,雲林縣政府,89府兵徵字第8900097849號,089/10/25,函送貴校八十九學年度申請緩徵名冊乙份，復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,2,10,紙本,9,0089/205/01/5/2,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2215,2839,0890013763,總收文,苗栗縣政府,89府兵徵字第8900089017號,089/10/25,檢送貴校八九學年度學生羅立軒等三十名申請緩徵核定名冊乙份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,3,10,紙本,8,0089/205/01/5/3,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2216,2840,0890013750,總收文,南投縣政府,89投府民役字第89164824號,089/10/25,貴校學生黃凱模等十三員申請緩徵一案，准予登記，檢還核定名冊一份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,4,10,紙本,6,0089/205/01/5/4,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2217,2841,0890013759,總收文,臺北市政府兵役處,北市兵二字第8922449500號,089/10/25,檢還貴校八十九學年度申請緩徵學生江昌鴻等三三○員經核定緩徵名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,5,10,紙本,47,0089/205/01/5/5,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2218,2842,0890013730,總收文,嘉義縣政府,89府兵徵字第124396號,089/10/24,函送八十九學年度第一學期申請緩徵名冊乙份，復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,6,10,紙本,6,0089/205/01/5/6,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2219,2843,0890013742,總收文,台南縣政府,89府兵徵字第172413號,089/10/24,貴校所報學生鄭振利等37員准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,7,10,紙本,7,0089/205/01/5/7,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2220,2844,0890013756,總收文,宜蘭縣政府,89府兵徵字第116516號,089/10/25,檢送八十九學年度已核定緩徵學生名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,8,10,紙本,10,0089/205/01/5/8,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2221,2845,0890013762,總收文,高雄縣政府,89府民徵字第8900185497號,089/10/25,核定貴校（院）八十九學年度在校學生黃仲偉等四十一員申請緩徵一案，詳如附件（核定名冊），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,9,10,紙本,11,0089/205/01/5/9,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2222,2846,0890013804,總收文,台南市政府,89南市民徵字第075680號,089/10/27,函送八十九學年度申請緩徵名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,10,10,紙本,18,0089/205/01/5/10,（已掃描）,089/10/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2223,2847,0890013827,總收文,福建省金門縣政府,(89)府民字第8945000號,089/10/30,檢還貴校學生陳卓昌等四員申請緩徵名冊一份，如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,11,10,紙本,9,0089/205/01/5/11,（已掃描）,089/10/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2224,2848,0890013871,總收文,福建省金門縣政府,(89)府民字第8945980號,089/11/01,檢還貴校學生蔡明策一員申請緩徵名冊一份，如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,5,12,10,紙本,5,0089/205/01/5/12,（已掃描）,089/11/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2225,2849,0890013828,總收文,澎湖縣政府,89澎府兵徵字第58479號,089/10/30,本縣就讀貴校學生蔡文騰等四員申請緩徵案，經本府依照規定核定完竣，檢還申請緩徵名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,1,10,紙本,5,0089/205/01/6/1,（已掃描）,089/10/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2226,2850,0890013842,總收文,桃園縣政府,89府兵徵字第215965號,089/10/31,檢送八十九學年度第一學期申請緩徵學生名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,2,10,紙本,29,0089/205/01/6/2,（已掃描）,089/10/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2227,2851,0890013699,總收文,高雄市政府兵役處,89高市兵役二字第13344號,089/10/21,貴校學生林志奇乙員准予繼續緩徵至九十一年六月卅日止，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,3,10,紙本,2,0089/205/01/6/3,（已掃描）,089/10/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2228,2852,0890013739,總收文,台東縣政府,(89)府兵徵字第113430號,089/10/24,檢送貴校張志仲等四員緩征核准名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,4,10,紙本,5,0089/205/01/6/4,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2229,2853,0890013708,總收文,彰化縣政府,89彰府兵徵字第201956號,089/10/23,檢送本府審查核定之原申請緩徵學生名冊壹份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,5,10,紙本,15,0089/205/01/6/5,（已掃描）,089/10/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
